C,Si,Mn,Cr,Sn,Cu,Ni,Mo,thickness ,ferrite,perlite ,carbides ,martensite ,ausferrite ,austenite ,copper,CLASS,perlit,węgliki,martenzyt,ausferryt,austenit,Wolna miedź,SUMA,ferryt,perlit.1,węgliki.1,martenzyt.1,ausferryt.1,austenit.1,Wolna miedź.1,kontrolka,Unnamed: 32,ferryt.1,ferryt.2,perlit.2,węgliki.2,martenzyt.2,ausferryt.2,austenit.2,Wolna miedź.2,Unnamed: 41
3.13,2.73,0.331,0.06,0.003,0.27,0.0,1.67,18,0.3,21.4,4.7,4,17,4,0,M,15.281903,12.350217,0.00044,9.71465,0.000289,0.185777,99.42949,10,24,0,0,2,98,0,100,,1.341727,2.2e-05,94.95399,12.842115,3.456487,77.49572,4.80576,0.0,133.84542
3.44,2.2,0.465,0.0,0.0,0.28,5.88,0.12,3,0.0,13.8,0.0,0,7,6,0,AN,9.721019,8.214888,0.00044,0.0,0.000289,0.165923,83.21645,11,0,0,3,0,6,0,100,,1.732968,1.201747,0.004045,1.225537,3.218477,24.20367,5.626074,0.0,80.02297
3.39,2.3,0.02,0.02,0.0,0.0,0.0,0.0,23,6.1,0.0,1.3,3,20,4,0,AF,15.186454,0.92181,1.305955,24.21455,1.766152,0.0,120.34955,4,28,0,99,9,98,0,100,,0.312791,2.692114,12.02718,0.00138,2.814793,12.75236,1.25515,0.086865,80.02297
3.65,2.46,0.41,0.0,0.0,0.0,0.0,1.85,11,4.0,19.4,3.8,0,0,4,0,AN,5.636213,4.487406,4.22354,0.0,0.000289,0.0,114.80313,3,0,7,0,97,4,0,104,,2.2e-05,5.526806,21.225394,1.420364,0.00044,0.0,3.641787,0.038576,80.02297
3.36,2.38,0.439,0.0,0.0,0.25,16.68,0.32,5,1.6,26.2,0.0,0,0,27,0,AN,0.004045,12.392324,51.68687,0.0,0.000289,0.0,113.59613,38,0,11,84,71,0,0,100,,4.539211,2.2e-05,44.722107,1.692813,0.00044,4.78057,3.078299,0.0,80.02297
3.81,2.59,0.154,0.06,0.0,0.24,0.0,0.0,7,0.0,1.8,60.0,1,0,5,0,M,0.004045,2.53887,7.438308,88.70173,0.000289,0.011386,106.50528,0,0,0,99,92,4,0,104,,14.29429,5.001623,11.587312,12.103615,7.286823,100.0,0.000289,0.0,99.28555
2.9,2.25,0.357,0.0,0.004,0.25,0.0,0.0,18,0.0,83.7,0.0,0,11,0,0,M,0.004045,0.00138,0.583105,2.08222,0.000289,0.107537,134.86552,12,0,3,99,0,6,0,100,,4.262732,2.2e-05,94.95399,0.00138,5.375948,100.0,0.000289,0.0,114.43102
2.82,2.23,0.417,0.0,0.004,0.0,1.67,0.0,3,0.0,0.0,0.0,0,19,0,0,FP,61.111724,5.862859,0.00044,12.04796,0.000289,0.157098,82.4063,4,26,0,0,11,6,0,100,,5.039548,2.2e-05,94.95399,0.00138,5.578018,0.76676,2.790967,0.140071,113.73931
4.05,2.21,0.427,0.0,0.0,0.0,20.74,0.0,8,0.0,21.4,0.0,0,57,3,0,AN,10.106516,0.00138,0.00044,100.0,5.443187,0.028512,108.47225,6,2,0,0,0,6,0,100,,2.2e-05,2.2e-05,0.004045,0.00138,0.00044,90.30364,6.252786,0.0,91.16327
3.0,2.69,0.53,0.0,0.0,0.0,21.04,0.0,16,0.0,2.1,12.3,0,15,0,0,M,18.509466,0.00138,3.291651,10.25694,4.94258,0.079569,126.46577,24,29,0,99,97,98,0,100,,6.107455,62.46501,4.686455,0.00138,7.670395,100.0,4.88744,0.068941,80.02297
3.04,2.39,0.227,0.0,0.0,0.0,0.7,0.68,9,0.0,10.1,8.4,0,0,3,0,M,2.99671,1.548966,95.98867,0.0,98.07675,0.029075,89.31845,0,12,0,77,87,2,0,129,,1.0187,5.793514,7.752817,0.00138,2.147599,11.74116,98.07675,0.087898,123.74362
3.58,2.2,0.267,0.0,0.0,0.2,0.0,0.2,13,0.0,15.6,0.0,3,0,7,0,M,22.746317,0.00138,2.865183,3.86938,3.175075,4.772713,144.27214,9,0,0,52,9,98,0,100,,0.389478,6.47558,5.602219,13.41322,0.00044,0.0,0.000289,0.053993,80.02297
3.34,2.35,0.078,0.0,0.0,0.11,7.53,0.0,3,67.7,20.9,0.0,0,0,1,0,AF,94.95399,57.12141,0.042122,0.0,0.313756,0.045559,100.52156,9,69,0,0,80,4,0,100,,0.33093,2.2e-05,23.354833,0.00138,3.454199,12.10356,5.988588,0.0,116.65637
2.73,2.27,0.143,0.1,0.0,0.0,0.0,0.0,19,0.7,16.3,4.2,6,53,7,0,AN,14.008481,0.00138,0.00044,100.0,5.266506,0.006558,94.45068,0,100,0,90,21,98,0,100,,2.2e-05,5.911567,77.735605,12.685393,3.743314,0.0,98.07675,0.137788,80.02297
3.36,2.72,0.248,0.0,0.002,0.49,21.04,0.14,3,0.0,7.3,4.4,1,10,0,0,M,28.047962,11.858643,3.40804,0.0,0.000289,0.165115,79.26021,0,0,1,0,1,2,0,100,,62.46501,2.2e-05,94.95399,0.00138,7.992126,0.0,0.000289,0.152796,115.8144
3.41,2.28,0.314,0.05,0.0,0.0,0.0,0.0,3,0.0,82.1,0.0,0,7,0,0,AF,43.44666,5.287665,0.00044,100.0,0.000289,0.137621,57.9185,4,0,0,0,86,0,0,100,,2.2e-05,2.2e-05,92.596301,0.00138,0.00044,100.0,0.000289,0.197047,97.80599
3.15,2.3,0.365,0.0,0.003,0.0,0.93,0.0,8,0.0,99.0,6.8,0,8,6,0,M,94.95399,4.647179,3.677997,11.80875,0.000289,0.0838,115.97018,6,1,9,99,22,6,0,101,,3.085149,2.2e-05,0.004045,0.00138,2.229672,100.0,4.17915,0.0,80.02297
3.1,2.62,0.303,0.0,0.006,0.0,0.0,0.0,3,0.0,28.4,0.0,1,100,14,0,FP,94.95399,5.899812,0.105791,0.0,0.000289,0.0,103.76989,5,0,0,99,0,0,0,100,,2.2e-05,2.2e-05,13.811033,8.895004,95.98867,0.0,0.000289,0.037358,106.50651
3.16,2.23,0.117,0.0,0.0,0.0,21.04,0.0,24,0.0,22.1,3.3,0,40,5,0,M,0.004045,0.00138,7.631047,0.0,98.07675,0.0,69.09859,0,0,0,6,66,5,0,108,,2.2e-05,11.239754,0.004045,9.770825,95.98867,7.66712,6.223988,0.0,80.52727
3.21,2.73,0.261,0.0,0.0,0.41,0.36,0.08,22,0.0,99.0,3.3,0,5,32,0,AF,10.387656,0.00138,5.958401,0.0,0.000289,0.110165,70.72154,0,28,0,99,20,0,0,107,,0.109994,2.2e-05,15.449565,0.00138,0.563961,4.91726,5.926636,0.0,116.47507
3.28,2.61,0.212,0.0,0.0,0.29,5.41,0.39,16,0.0,7.0,0.8,0,92,0,0,AN,0.004045,12.207956,7.205409,4.63271,1.283424,0.069502,78.20667,2,57,0,28,95,0,0,100,,2.020017,0.97554,17.461603,0.00138,2.515846,0.0,1.971394,0.0,96.58793
2.82,2.6,0.117,0.0,0.006,0.0,0.0,1.27,15,0.0,3.4,0.0,8,100,0,0,M,18.595018,13.422459,0.692493,0.0,0.000289,0.066857,82.94621,0,64,10,3,77,0,0,109,,2.2e-05,2.2e-05,12.315291,41.390752,2.435244,0.0,65.776018,0.080291,135.45947
3.87,2.46,0.02,0.0,0.0,0.0,0.64,0.0,3,0.0,8.2,0.0,0,10,89,0,M,20.07946,57.12141,6.361438,19.28982,98.07675,0.022993,110.45847,0,7,0,67,79,0,0,100,,7.356809,4.518086,4.355671,0.00138,5.662995,12.9301,3.697661,0.02014,109.37029
3.18,2.73,0.243,0.0,0.006,0.0,1.4,0.0,13,6.6,19.9,0.0,2,21,3,0,M,6.62261,1.317414,0.086038,0.0,0.000289,0.0,35.60635,7,0,2,7,18,0,0,100,,2.2e-05,16.494936,18.924563,13.529903,0.00044,0.0,0.000289,0.180523,80.02297
2.92,2.25,0.456,0.0,0.0,0.2,21.04,2.44,9,0.0,0.0,0.0,0,100,5,0,M,94.95399,8.617271,4.893477,0.0,98.07675,0.207991,139.93554,0,65,12,99,60,0,0,100,,62.46501,2.2e-05,0.004045,8.942345,2.52702,0.0,0.000289,0.221931,120.43201
3.44,2.26,0.048,0.0,0.0,0.03,1.74,0.0,3,0.0,20.1,0.0,0,10,1,0,M,1.391857,7.634179,2.412509,0.0,3.684423,0.0,108.87515,0,0,4,0,10,4,0,100,,2.2e-05,2.2e-05,25.413676,0.00138,0.00044,100.0,98.07675,0.02561,120.86057
3.35,2.34,0.388,0.15,0.002,0.0,0.57,0.0,18,10.5,99.0,0.0,0,7,0,0,M,18.328387,2.315829,0.00044,20.4364,98.07675,0.0,92.83455,10,20,0,0,93,5,0,100,,12.146373,21.845647,12.791383,37.793456,28.934422,0.0,5.170315,0.189015,127.24679
2.91,2.69,0.407,0.0,0.0,0.0,3.64,0.0,12,0.0,0.0,3.7,0,11,5,0,AN,94.95399,0.00138,0.00044,0.0,0.000289,0.052574,113.57016,0,1,7,3,13,3,0,100,,1.798944,2.2e-05,17.968824,0.00138,0.00044,23.07669,2.072944,0.027585,100.51703
2.94,2.22,0.254,0.0,0.007,0.26,18.35,2.31,16,0.0,22.1,6.0,5,16,100,0,M,59.093886,10.084119,5.728242,0.0,2.442416,0.172597,75.43832,0,5,9,1,97,4,0,100,,2.2e-05,2.2e-05,94.95399,0.00138,5.444035,13.02326,46.560559,0.045556,88.21728
3.63,2.23,0.468,0.0,0.0,0.0,21.04,0.0,3,0.0,99.0,0.0,0,100,3,0,AF,0.004045,11.742795,0.00044,100.0,1.812915,0.103356,80.52517,12,0,2,99,1,98,0,100,,2.2e-05,2.2e-05,0.004045,8.22853,0.00044,4.97214,2.299279,0.081052,92.72664
3.56,2.08,0.088,0.14,0.001,0.0,0.37,0.0,3,1.0,20.2,0.0,0,21,2,0,AN,70.467495,0.00138,4.855627,9.15209,5.311691,0.0,130.81365,10,4,0,31,16,3,0,100,,13.716924,2.2e-05,8.808624,2.976885,1.94348,5.612,5.937252,0.0,80.02297
3.8,2.73,0.07,1.58,0.004,0.0,0.0,0.0,23,1.0,33.0,0.0,0,100,2,0,M,3.331143,3.78505,0.00044,100.0,1.943885,0.0,90.29216,5,0,0,0,10,5,0,102,,18.254784,35.27379,21.786087,0.00138,6.272494,9.40602,3.522589,0.0,93.70914
3.07,2.08,0.134,0.02,0.003,0.25,10.88,0.0,5,0.0,0.0,5.6,0,0,4,0,M,16.902586,5.531056,4.70402,0.0,0.000289,0.0,108.73511,9,0,5,1,0,6,0,100,,1.161791,2.2e-05,94.95399,13.812973,95.98867,14.26141,0.000289,0.077231,104.66926
3.66,2.64,0.096,0.0,0.004,0.0,1.48,0.0,13,0.0,22.8,0.0,6,17,7,0,M,24.626133,0.149473,5.587593,23.31554,98.07675,0.0,35.60635,0,1,3,99,22,3,0,100,,2.2e-05,2.2e-05,94.95399,11.634875,1.777709,0.0,5.467026,0.207425,80.02297
3.58,2.55,0.081,0.04,0.001,0.0,0.0,0.34,13,70.0,59.6,2.8,91,90,4,0,AN,10.545306,7.091098,95.98867,99.38211,0.000289,0.0,110.25366,6,11,4,99,0,0,0,100,,27.423331,6.451374,8.675354,41.758106,0.00044,0.0,11.198341,0.047644,80.64003
3.11,2.52,0.254,0.15,0.0,0.34,0.0,2.44,7,0.0,2.2,0.0,0,100,6,0,AF,6.478711,2.740277,95.98867,68.25905,3.713423,0.199695,127.98837,10,3,0,99,81,40,0,213,,2.2e-05,6.630439,0.004045,13.749321,0.00044,0.0,0.000289,0.0,105.26298
2.87,2.73,0.297,0.0,0.003,0.0,0.0,0.0,8,7.2,99.0,5.5,0,0,5,0,AN,57.578913,4.689746,3.86262,74.70371,2.642596,0.042021,124.91966,20,0,4,14,74,1,0,105,,2.2e-05,4.945239,1.845552,12.355874,0.825452,0.0,0.000289,0.0,138.20115
3.71,2.7,0.454,0.04,0.0,0.0,0.0,0.0,17,0.0,11.1,0.0,0,12,100,0,M,94.95399,0.00138,0.00044,21.00841,0.000289,0.189114,74.96964,2,0,1,99,57,0,0,234,,23.384427,4.615634,0.004045,1.002218,3.227022,10.753,0.210304,0.224632,104.71542
3.4,2.45,0.132,0.0,0.0,0.39,5.23,0.0,8,0.0,0.0,0.0,0,100,0,0,M,10.453135,0.00138,5.182524,0.0,0.000289,0.078284,130.8231,11,0,0,0,16,1,0,100,,2.2e-05,2.2e-05,17.304286,6.032728,4.25694,16.2034,0.000289,0.0,80.02297
3.67,2.64,0.225,0.04,0.0,0.45,0.32,0.0,3,1.3,18.8,0.0,0,21,5,0,AN,15.226806,2.723828,1.606547,0.0,0.000289,0.0,50.36038,118,30,0,0,0,86,0,100,,2.2e-05,2.2e-05,7.371104,1.901144,0.00044,19.87671,98.07675,4.772713,82.18817
2.83,2.42,0.02,0.01,0.0,0.0,0.0,0.92,18,1.8,64.9,0.0,0,0,7,0,AN,6.711825,1.120156,4.543064,17.16871,98.07675,0.165694,121.48642,0,13,1,99,5,98,0,100,,43.02597,5.565688,0.004045,7.767482,5.959372,22.82711,3.18428,0.066412,86.88526
3.43,2.21,0.369,0.0,0.002,0.0,0.0,0.0,8,6.3,19.8,0.0,0,92,100,0,AN,94.95399,0.00138,0.00044,23.05847,5.563536,0.086489,115.86,175,29,0,0,18,1,0,100,,36.751537,6.547292,0.004045,38.41602,0.00044,0.0,4.929286,0.093313,130.5837
3.86,2.51,0.02,0.34,0.0,0.0,21.04,0.06,3,0.0,25.6,9.8,0,46,3,0,AN,84.780853,0.00138,0.412563,95.16291,0.000289,0.0,89.49283,5,9,1,99,12,6,0,100,,2.2e-05,2.678771,28.362891,32.256192,2.622436,0.0,4.716474,0.0,89.47123
3.08,2.21,0.151,0.0,0.006,0.0,0.0,0.02,24,3.8,6.5,3.6,0,1,12,0,AN,94.95399,57.12141,0.00044,100.0,88.15433,0.0,57.83439,7,7,1,99,97,3,0,100,,2.2e-05,2.2e-05,15.121988,0.00138,0.00044,0.0,98.07675,0.145471,122.94731
2.99,2.39,0.225,0.0,0.003,0.0,15.84,0.0,10,0.0,26.4,0.0,0,0,100,0,M,24.793999,10.781404,6.868495,14.50614,0.000289,0.0,80.04085,5,14,3,99,22,0,0,100,,14.188172,2.2e-05,0.004045,0.00138,95.98867,13.97167,98.07675,0.0,80.02297
3.72,2.73,0.106,0.0,0.0,0.05,0.0,0.12,10,0.0,0.0,0.0,0,100,0,0,AN,15.171479,26.86903,1.47046,2.19521,0.000289,0.187235,109.42535,0,21,0,85,0,0,0,100,,2.2e-05,3.637809,10.198629,0.00138,0.00044,24.26044,6.189618,0.114941,85.14397
3.2,2.45,0.074,0.0,0.0,0.42,16.51,0.0,11,1.2,1.7,0.7,0,0,2,0,M,94.95399,12.063705,0.00044,0.0,0.000289,0.0,120.91501,11,0,0,4,97,0,0,100,,4.936755,2.2e-05,25.59722,8.445868,6.013035,19.35564,2.112135,0.0,80.02297
2.94,2.49,0.401,0.0,0.008,0.25,0.0,0.0,8,7.1,0.0,1.1,2,0,6,0,M,94.95399,9.595837,0.00044,21.51534,3.980757,0.0,50.24926,8,18,7,0,18,1,0,100,,2.597586,2.2e-05,26.059006,7.408019,3.371014,0.0,98.07675,0.111734,128.35896
3.28,2.64,0.127,0.05,0.003,0.0,4.09,0.57,15,4.2,98.6,0.0,0,78,70,0,AF,94.488143,0.00138,0.00044,0.0,0.000289,0.0,84.00208,0,0,0,6,71,98,4,111,,2.2e-05,0.948511,0.004045,11.578577,0.00044,0.0,0.000289,0.162239,108.35558
3.06,2.62,0.02,0.0,0.0,0.0,0.22,1.76,6,0.0,24.2,0.0,0,100,6,0,FP,16.693299,0.755011,0.00044,6.29045,0.000289,0.0,94.03955,0,0,6,32,53,1,0,100,,2.2e-05,8.206337,3.135301,0.00138,0.00044,68.23139,0.000289,0.0,112.93559
3.67,2.43,0.246,0.0,0.0,1.97,0.0,0.0,3,5.5,4.5,3.8,1,0,5,0,AN,0.004045,0.00138,0.00044,100.0,0.000289,0.0,116.51996,0,42,5,0,97,0,0,100,,2.676534,2.2e-05,20.837907,0.00138,1.726665,0.0,0.000289,0.04903,80.02297
3.24,2.23,0.449,0.01,0.0,0.48,11.17,0.23,3,0.0,0.0,0.0,96,7,100,0,M,23.65201,9.72669,43.306212,100.0,0.000289,0.226647,134.13591,8,0,0,99,97,1,0,105,,5.685713,2.2e-05,13.593282,7.748337,7.534162,0.0,0.000289,0.0,85.29676
3.67,2.35,0.133,0.0,0.0,0.04,21.04,2.44,5,0.0,21.0,5.7,0,7,30,0,M,0.004045,0.00138,95.98867,0.0,0.000289,0.019464,69.94202,0,0,0,0,97,4,0,100,,2.2e-05,39.816354,19.024246,13.391912,7.044567,7.48379,0.381663,0.094712,80.02297
3.7,2.4,0.038,0.07,0.0,0.14,4.62,0.0,3,21.1,12.9,0.0,8,0,9,0,AN,0.004045,31.746742,3.637694,12.46912,1.820968,0.0,99.8515,0,5,4,0,0,22,0,100,,0.808837,5.589036,94.95399,6.47768,7.026195,13.07281,98.07675,0.0,90.4622
2.91,2.73,0.157,0.0,0.001,0.0,8.79,0.0,3,0.0,99.0,2.4,7,0,0,0,M,22.637001,8.335625,0.00044,8.32147,0.000289,0.0,35.60635,2,5,0,1,81,95,0,100,,2.2e-05,2.2e-05,94.95399,57.12141,7.360636,0.0,4.185665,0.0,92.54003
3.84,2.21,0.338,0.09,0.0,0.0,5.81,0.0,20,0.0,22.1,0.0,0,0,6,0,FP,0.432489,6.614883,5.377825,91.7324,0.000289,0.0,141.82028,0,5,0,6,3,81,0,103,,21.897551,2.2e-05,13.725024,0.00138,2.397981,20.24639,0.000289,0.087464,97.49099
3.38,2.27,0.253,0.0,0.0,0.0,13.17,0.22,8,0.0,3.0,7.9,6,0,4,0,FP,15.591004,0.00138,95.98867,11.6354,0.000289,0.0,89.40741,0,3,0,4,97,5,0,107,,2.2e-05,1.763002,22.402371,0.00138,5.805457,0.0,0.533738,0.077502,80.02297
3.52,2.73,0.293,0.03,0.0,0.0,0.0,0.0,3,3.9,15.6,5.3,0,0,0,0,AN,4.034698,4.071627,95.98867,0.0,4.424931,0.0,125.96339,0,1,0,6,0,27,0,119,,11.422088,5.979697,89.427211,0.00138,1.821507,23.88986,0.000289,0.14943,115.77759
3.16,2.49,0.252,0.06,0.001,0.0,1.61,1.27,8,0.0,26.5,0.0,3,96,5,0,M,0.004045,27.73919,2.878485,0.0,0.000289,0.176498,79.10061,4,0,4,7,16,5,0,123,,2.2e-05,2.2e-05,5.971518,9.101476,6.338821,0.0,0.000289,0.0,101.20346
2.9,2.4,1.39,0.0,0.007,0.0,0.0,0.02,8,0.0,27.2,0.0,7,5,0,0,AF,94.95399,57.12141,0.00044,17.98577,0.329049,0.0,91.19668,12,7,0,3,0,1,0,100,,2.2e-05,12.003297,9.474834,27.899676,0.00044,0.0,4.400705,0.001222,114.55777
3.0,2.66,0.194,0.0,0.0,0.38,0.0,0.0,5,0.0,21.0,0.0,0,14,0,0,FP,21.414399,4.497111,2.578128,14.2513,0.000289,0.0,134.55581,8,98,0,3,86,65,0,100,,56.795626,2.2e-05,24.405827,0.00138,1.867341,100.0,0.000289,0.095053,97.94247
3.45,2.28,0.188,0.0,0.0,0.0,21.04,0.97,7,4.4,12.1,0.0,0,100,6,0,M,93.712475,9.584451,6.224416,0.0,4.424351,0.0,123.36465,6,100,8,2,18,4,0,118,,2.2e-05,5.508851,18.988353,11.112841,95.98867,9.87367,2.871204,0.152729,93.18928
2.85,2.18,0.36,0.0,0.003,0.27,0.0,0.0,24,16.5,7.7,0.0,2,53,5,0,M,24.505118,3.363204,1.82914,0.0,0.000289,0.0,72.12436,0,23,4,99,64,6,0,100,,2.161589,2.2e-05,0.004045,12.890352,95.98867,91.79356,0.032982,0.193732,118.83293
2.92,2.7,0.06,0.16,0.0,0.0,0.0,0.17,24,5.0,2.3,0.0,2,20,1,0,AN,0.004045,13.381879,6.887335,0.0,0.000289,0.0,135.63354,0,6,1,99,0,1,0,105,,1.378864,2.2e-05,7.708609,5.307908,6.447415,20.35286,1.847149,0.05406,119.2516
4.21,2.21,0.356,0.0,0.0,0.0,5.49,0.0,11,70.0,0.0,0.0,96,10,1,0,FP,4.340916,0.00138,2.738405,0.0,98.07675,0.0,81.59388,0,0,5,0,97,0,0,100,,2.2e-05,2.2e-05,11.684553,9.425065,95.98867,0.0,2.976179,0.112163,80.02297
2.92,2.73,0.105,0.0,0.005,0.09,13.43,0.09,3,0.0,12.9,0.0,0,88,0,0,AF,3.153404,6.794311,5.922512,0.0,0.000289,0.0,82.61513,0,18,0,99,19,98,0,100,,2.2e-05,3.540859,71.664129,10.927645,95.98867,18.52985,0.000289,0.049464,102.16728
3.11,2.21,0.187,0.0,0.0,0.2,21.04,2.03,3,0.0,0.0,0.0,0,1,4,0,AN,73.798256,2.737637,1.499657,0.0,1.025977,0.032525,95.88924,4,27,0,3,97,98,0,100,,6.93335,1.015835,39.66099,1.224095,3.056793,100.0,5.490853,0.19359,124.76087
2.83,2.16,0.196,0.0,0.0,0.0,3.28,2.12,8,0.0,99.0,0.0,0,0,41,0,M,15.881936,2.61425,0.00044,10.86227,0.857131,0.0,143.61638,10,0,11,0,12,4,0,100,,49.19976,2.123083,94.95399,10.978711,0.00044,0.0,0.965896,0.043216,90.01886
2.82,2.13,0.02,0.0,0.0,0.44,0.0,2.44,7,5.0,24.3,0.0,0,0,6,0,M,2.511883,9.713745,6.049055,0.0,0.000289,0.0,80.89363,5,0,0,0,0,0,0,100,,2.2e-05,3.381998,7.659198,12.122289,2.759287,0.0,0.02556,0.0,95.31246
2.81,2.59,0.194,0.09,0.006,0.0,0.0,1.26,14,0.5,8.5,0.3,21,100,3,0,M,9.943306,3.347815,0.00044,100.0,4.338822,0.0,136.7267,10,0,8,0,97,0,0,100,,40.47137,2.2e-05,73.00497,1.640255,0.00044,0.0,0.000289,0.0,107.82029
3.37,2.39,0.02,0.0,0.004,0.0,1.36,0.0,9,0.0,99.0,0.0,0,16,0,0,M,20.502764,0.00138,2.361896,13.58143,3.040826,0.0,47.97387,3,0,2,9,8,3,0,100,,2.2e-05,5.916976,36.992076,0.00138,0.00044,10.37331,3.184763,0.09796,119.20499
3.17,2.72,0.447,0.0,0.0,0.0,21.04,0.0,12,6.9,22.2,0.0,0,100,7,0,M,1.594578,5.156076,0.00044,2.08227,0.000289,0.0,78.3878,4,1,7,0,10,98,0,108,,14.687369,2.2e-05,0.004045,9.707834,2.707807,11.50936,3.847857,0.0,96.34547
2.89,2.73,0.157,0.04,0.005,0.43,0.0,0.0,9,0.0,12.6,5.8,0,100,7,0,M,15.615463,0.00138,0.00044,0.0,1.182145,0.131721,82.9974,4,0,11,0,11,98,0,100,,1.128969,2.2e-05,2.639541,13.904132,0.00044,0.0,15.595716,0.019508,80.02297
3.95,2.3,0.22,0.0,0.003,0.0,0.0,0.23,3,1.0,25.1,4.7,0,13,0,0,AF,1.131705,12.697235,6.136711,0.0,0.000289,0.0,123.18303,10,20,0,2,97,3,0,100,,2.2e-05,4.51461,20.018169,0.00138,6.392872,13.32586,4.843482,0.0,132.61084
3.28,2.33,0.02,0.09,0.0,4.94,0.0,2.44,7,0.0,0.0,29.6,7,0,100,0,AN,6.677019,8.792528,3.579203,0.0,0.000289,0.138533,74.49683,0,0,0,99,11,66,0,100,,2.2e-05,4.201819,16.921002,11.758823,95.98867,14.65248,0.04677,0.088319,80.43567
3.09,2.73,0.02,0.07,0.001,0.0,1.47,0.0,16,23.8,22.4,23.2,1,5,6,0,AF,26.478267,6.514811,4.507833,0.0,98.07675,0.0,73.60144,0,0,0,0,0,5,0,100,,2.2e-05,0.186166,17.812519,0.00138,0.00044,8.64312,3.290973,0.075128,111.01483
2.91,2.38,0.286,0.0,0.005,0.0,5.16,0.0,8,4.3,6.2,0.0,5,0,12,0,M,94.95399,1.40703,6.70926,19.93698,0.000289,0.0,126.52804,12,3,0,99,15,2,0,100,,62.46501,2.2e-05,20.365093,17.492969,7.998691,14.46756,6.334789,0.463071,91.17251
3.57,2.28,0.355,0.0,0.001,0.0,1.63,0.0,3,0.0,3.1,0.0,2,0,5,0,M,21.113254,0.00138,1.131899,83.50145,6.264657,0.0,88.93838,0,6,3,99,97,3,0,100,,2.2e-05,0.733697,8.394337,1.762365,6.53125,100.0,5.343336,0.103502,119.56089
3.18,2.24,0.02,0.01,0.0,0.38,18.06,0.39,3,0.0,23.4,0.0,0,0,6,0,M,0.004045,6.60777,7.946244,0.0,5.753449,0.033434,99.28039,55,0,0,99,97,5,0,100,,21.772279,4.509373,1.766167,4.335379,7.876611,15.43509,5.24659,0.0,80.02297
3.0,2.27,0.02,0.0,0.002,0.12,0.0,0.0,12,4.3,3.3,0.0,96,0,1,0,M,86.14807,11.09838,0.00044,0.0,6.24173,0.0,90.66329,19,8,0,0,16,98,0,100,,2.2e-05,2.2e-05,26.329175,13.871234,1.2174,20.86721,0.000289,0.0,104.66136
3.5,2.72,0.339,0.0,0.0,0.28,13.74,1.44,20,0.0,22.1,0.0,0,20,6,0,FP,0.004045,6.00469,6.317618,17.73713,3.265467,0.0039,85.11607,0,92,0,99,5,1,0,100,,30.492326,1.804034,20.189777,0.00138,92.510915,14.44025,0.000289,0.0,129.43292
3.73,2.31,0.269,0.02,0.001,0.0,9.02,0.0,19,2.1,8.6,5.6,0,14,6,0,AN,94.95399,4.404894,0.00044,8.64963,0.000289,0.0,50.10114,0,11,0,99,83,98,0,103,,45.540988,5.420973,5.124808,0.00138,0.00044,100.0,0.000289,0.166204,115.33806
3.7,2.38,0.357,0.37,0.0,0.0,4.65,0.0,18,6.5,99.0,8.7,0,0,1,0,AN,42.589608,0.00138,0.00044,0.0,0.000289,0.0,139.14357,0,0,0,3,88,98,0,100,,2.2e-05,2.2e-05,49.467742,0.00138,0.00044,5.53464,4.131697,0.0,81.02894
3.59,2.23,0.314,0.0,0.0,0.0,6.06,0.0,10,23.6,99.0,7.7,5,0,3,0,M,94.95399,15.877079,0.00044,94.64526,5.746043,0.0,92.21029,0,54,0,99,97,6,0,100,,2.2e-05,27.022446,5.151277,6.506721,76.182631,77.72995,2.00628,0.0,80.02297
3.4,2.45,0.288,0.08,0.003,0.16,0.0,0.99,8,17.4,9.8,0.0,3,12,5,0,AN,19.606613,2.108537,0.00044,100.0,0.000289,0.0,127.38626,6,0,30,99,1,35,0,100,,2.2e-05,2.2e-05,94.95399,0.042105,0.00044,0.0,0.000289,0.507247,80.02297
2.96,2.48,0.253,0.0,0.008,0.16,21.04,0.98,12,0.0,19.6,8.8,0,4,15,0,AF,94.95399,9.794751,2.412356,0.0,5.537977,0.177105,75.56038,0,11,0,0,22,98,0,100,,62.46501,2.2e-05,37.706368,2.950828,3.701042,21.08349,3.021233,0.028816,96.34091
2.82,2.41,0.262,0.0,0.0,0.0,0.0,1.84,14,0.0,19.2,0.0,0,100,4,0,AF,13.324419,0.00138,6.958589,100.0,2.298341,0.062243,107.46537,2,27,0,99,0,98,0,100,,3.541206,2.2e-05,0.004045,0.00138,0.00044,19.04218,98.07675,0.170618,119.96358
3.0,2.23,0.418,0.0,0.0,0.0,1.07,0.0,3,0.0,21.2,0.0,0,0,0,0,FP,0.860459,11.075974,5.703067,0.0,4.250286,4.772713,113.72251,0,11,0,0,14,3,0,100,,2.2e-05,11.94918,14.807941,0.750867,6.817746,8.74659,5.20217,0.0,121.72454
3.63,2.26,0.223,0.0,0.0,0.43,1.23,0.0,11,5.5,14.7,0.0,0,0,7,0,FP,16.883722,15.150604,0.00044,7.29083,98.07675,0.14514,128.58477,9,0,0,2,14,6,0,102,,1.645351,3.110458,5.257499,0.00138,3.044516,0.0,4.540878,0.0,120.86896
